Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Affiliations;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Name Preferred;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;DOI Link;Book DOI;Early Access Date;Number of Pages;WoS Categories;Web of Science Index;Research Areas;IDS Number;Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;UT (Unique WOS ID);Web of Science Record
C;"Savoine, MM; Reggiani, N; Branquinho, OC";;Velasquez, CE;;"Savoine, Marcia Maria; Reggiani, Norma; Branquinho, Omar Carvalho";;;Analysis of Spectral Efficiency for Licensed Bands WIMAX;2012 IEEE LATIN-AMERICAN CONFERENCE ON COMMUNICATIONS;IEEE Latin American Conference on Communications;;;;IEEE Latin-American Conference on Communications (LATINCOM);NOV 07-09, 2012;Cuenca, ECUADOR;IEEE,IEEE Commun Soc;;;;This paper introduces a spectral analysis techniques made from TDD and FDD which are present on the IEEE 802.16 and used by WiMAX in the uplink-downlink bidirectional channels. The simulation model considered in the arrival queue services, the FIFO concept and the simulations were performed considering five applications (Streaming, Download, Web, Email and Small-Transaction) for downlink and uplink. The number of channels on the Base Station varied from 4 to 60, with a throughput of 600 kbps, where the considered efficiency parameter was the minimum number of channels required for each channel pattern. The simulations were performed in three different scenarios for different traffic profiles for downlink and uplink, and the analyzes of the performance, taken as a measure of the efficiency arrival rate and waiting time before the user's typical applications used in-band technology licensed WiMAX, which follows this pattern. The made analysis allowed identifying, given these traffic conditions, which technique is better recommended. It was further observed that in the data traffic asymmetric, the TDD technique was more efficient, and it was noticed an idleness spectrum in the FDD technique.;;;;;;Branquinho, Omar/0000-0002-5193-8643;;;;;;;;;;;;;2330-989X;;"978-1-4673-5080-8; 978-1-4673-5079-2";;;;2012;;;;;;;;;;;;;;;;;;;;;;;;WOS:000319220000015;
J;"Khan, S; Golden, SH; Mathioudakis, N";;;;"Khan, Saira; Golden, Sherita Hill; Mathioudakis, Nestoras";;;Associations between home insulin dose adjustments and glycemic outcomes at hospital admission;DIABETES RESEARCH AND CLINICAL PRACTICE;;;;;;;;;;;;"Aims: To describe patterns of home insulin dose adjustments for non-surgical, noncritically ill patients at admission and to describe associations between these adjustments and inpatient glycemic control. Methods: Hospital records of non-critically ill patients treated with basal insulin prior to admission were identified. After exclusion of records in which a confounding factor influencing insulin dosing was present, 258 patient-admissions over a 3-year time period were included. Multivariate logistic regression was used to analyze the association between adjustments to home insulin total daily dose (TDD) and inpatient glycemic control within the first 48 h, adjusting for relevant confounders. Results: On hospital days 1 (HD1) and 2 (HD2), the home insulin TDD was reduced by 43.5% and 23.9%, respectively. Reductions in the home TDD ranging from 10% to 50% were not associated with normoglycemia or hyperglycemia, whereas increases ranging from 10% to 50% were associated with 2-5-fold increased odds of hyperglycemia. For patients with home insulin TDD >= 0.4 units/kg/day, a weight-based dose of 0.4-0.6 units/kg/day was associated with significantly higher odds of normoglycemia on HD2 (OR 3.99; 95% CI 1.42-11.21) compared to lower doses. Conclusions: Compared to less aggressive increases, home insulin dose increases ranging from 10% to 50% were associated with greater odds of hyperglycemia without increased odds of hypoglycemia during early hospitalization. Weight-based insulin dosing may be a preferred strategy for glycemic control among patients whose home TDD is >= 0.4 units/kg/day. (C) 2017 Elsevier B.V. All rights reserved.";;;;;Mathioudakis, Nestoras/AAP-4595-2020;Mathioudakis, Nestoras/0000-0002-0210-655X;;;;;;;;;;;;;0168-8227;1872-8227;;;;MAY;2017;127;;;;;;51;58;;10.1016/j.diabres.2017.02.003;http://dx.doi.org/10.1016/j.diabres.2017.02.003;;;;;;;;28319802;;;;;WOS:000402468500006;
C;"Kumari, R; Behera, SK; Sharma, SK";;;IEEE;"Kumari, Runa; Behera, S. K.; Sharma, Satish K.";;;Aperture Coupled Wideband Dielectric Resonator Antenna Array with Polarization Reconfiguration;2013 IEEE APPLIED ELECTROMAGNETICS CONFERENCE (AEMC);Applied Electromagnetics Conference AEMC;;;;4th IEEE Applied Electromagnetics Conference (AEMC);DEC 18-20, 2013;KIIT Univ, Bhubaneswar, INDIA;IEEE,IEEE AP MTT Calcutta Chapter;KIIT Univ;;;Four elements aperture coupled cylindrical shaped Dielectric Resonator Antenna (DRA) circular array is proposed for generating reconfigurable polarization radiation patterns. In this array, all the elements are sequentially fed to generate circular polarization. The linear and circular polarizations of the DRA array are achieved by exciting the elements in different arrangements. The antenna provides wideband impedance matching (S-11 <= -10 dB) of 39% (2.7 to 4 GHz) which covers RADAR band (2.7-2.9 GHz) and LTE bands (FDD 22 (3.41-3.59 GHz), TDD 42(3.4-3.6 GHz), TDD 43 (3.6-3.8 GHz)) for both linear and circular polarization radiation patterns.;;;;;Kumari, Runa/H-9483-2019;Kumari, Runa/0000-0003-4278-0060;;;;;;;;;;;;;;;978-1-4799-3267-2;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;WOS:000393065000045;
J;"Iliescu, FS; Sterian, AP; Petrescu, M";;;;"Iliescu, Florina S.; Sterian (Bobei), Andreea P.; Petrescu, Marieta";;;A PARALLEL BETWEEN TRANSDERMAL DRUG DELIVERY AND MICROTECHNOLOGY;UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN-SERIES A-APPLIED MATHEMATICS AND PHYSICS;;;;;;;;;;;;The paper built an analogy between transdermal drug delivery (TDD) and some of the micro-fabrication processes: diffusion, patterning and implantation. In this context, problems associated with TDD were presented and analyzed We illustrated how approaches inspired by microfabrication answered to the general enquiries about the efficacy of TDD: developing a method to improve the drug-delivery through an increased diffusion coefficient. This was achieved with the help of ultrasound activating energy and of the hollow microneedles array. Diclofenac was the drug model. The experimental results showed relevant a increase in delivery efficiency.;;;;;Iliescu, Florina Silvia/H-5922-2016;Iliescu, Florina Silvia/0000-0001-8808-8876;;;;;;;;;;;;;1223-7027;;;;;;2013;75;3;;;;;227;236;;;;;;;;;;;;;;;;WOS:000322847600023;
C;"Hakim, NFA; Hariyadi, T; Pantjawati, AB; Mulyanti, B";;"Mulyanti, B; Abdullah, AG; Kustiawan, I; Wahyudin, D";;"Hakim, N. F. A.; Hariyadi, T.; Pantjawati, A. B.; Mulyanti, B.";;;Analysis high gain waveguide slot antenna 2.3 GHz for Long Term Evolution-Time Division Duplex (LTE-TDD);INTERNATIONAL SYMPOSIUM ON MATERIALS AND ELECTRICAL ENGINEERING 2019 (ISMEE 2019);IOP Conference Series-Materials Science and Engineering;;;;2nd International Symposium on Materials and Electrical Engineering (ISMEE);JUL 17, 2019;Univ Pendidikan Indonesia, Dept Elect Engn Educ, Bandung, INDONESIA;Inst Microengineering & Nanoelectron,Univ Kebangsaan Malaysia,Japan Adv Inst Sci & Technol,IEEE UPI Student Branch;Univ Pendidikan Indonesia, Dept Elect Engn Educ;;;Waveguide slot antenna has many benefits in term of high gain, simple design and stable performance that can be applied to telecommunications systems. This paper will discuss about the design and analysis of waveguide slot antenna for LTE (Long Term Evolution) at a frequency of 2.3 to 2.4 GHz. The results obtained will be used for reference whether the antenna can be used for LTE-TDD frequencies. This research was conducted in two steps. The first step involved simulation of antenna design and optimization using 3D Electromagnetic Simulator software. Data simulation results showed that the working frequency of the antenna between 2.30 to. While in the second step, fabrication and measurement were carried out using a spectrum analyser and network analyser. The results obtained from measurements show that the antenna has a frequency between 2.28 to 2.41 GHz with bandwidth 130 MHz. The antenna has a directional radiation pattern with a gain at a frequency of 2.3 MHz of 15.68 dBi. From the simulation results and measurement, it can be concluded that the design of these antennas can be used for LTE-TDD applications.;;;;;"Hariyadi, Tommi/GON-6576-2022; Mulyanti, Budi/AFQ-0948-2022; Pantjawati, Arjuni Budi/GOJ-8320-2022; Hakim, Nurul Fahmi Arief/GNW-4139-2022; Mulyanti, Budi/AAD-4436-2021";"Hariyadi, Tommi/0000-0002-2052-0447; Hakim, Nurul Fahmi Arief/0000-0002-8258-6249; Budi Pantjawati, Arjuni/0000-0003-1062-8435";;;;;;;;;;;;;1757-8981;;;;;;2020;850;;;;;;;;12054;10.1088/1757-899X/850/1/012054;http://dx.doi.org/10.1088/1757-899X/850/1/012054;;;;;;;;;;;;;WOS:000583699300054;
C;"Deghel, M; Assaad, M; Debbah, M";;;IEEE;"Deghel, Matha; Assaad, Mohamad; Debbah, Merouane";;;Queueing Stability and CSI Probing of a TDD Wireless Network with Interference Alignment;2015 IEEE INTERNATIONAL SYMPOSIUM ON INFORMATION THEORY (ISIT);IEEE International Symposium on Information Theory;;;;IEEE International Symposium on Information Theory (ISIT);JUN 14-19, 2015;Hong Kong, PEOPLES R CHINA;IEEE,IEEE Informat Theory Soc,HUAWEI,VTECH,Qualcomm,Google,Croucher Fdn,IBM,BROADCOM,Mediatek,iSN State Key Lab,INC,ITS,SENG,Hong Kong Polytechn Univ,K C Wong Educ Fdn,NSF,Hong Kong Univ Sci & Technol, Sch Engn;;;;This paper characterizes the performance of IA technique taking into account the dynamic traffic pattern and the probing/feedback cost. We consider a TDD system where transmitters acquire their CSI (Channel State Information) by decoding the pilot sequences sent by the receivers. Since global CSI knowledge is required for IA, the transmitters have also to exchange their estimated CSIs over a backhaul of limited capacity. Under this setting, we characterize in this paper the stability region of the system and provide a probing algorithm that achieves the max stability region. In addition, we compare the stability region of IA to the one achieved by a TDMA system where each transmitter applies a simple ZF (Zero Forcing technique).;;;;;Debbah, Merouane/B-6261-2011;;;;;;;;;;;;;;;;978-1-4673-7704-1;;;;2015;;;;;;;794;798;;;;;;;;;;;;;;;;WOS:000380904700159;
J;"Esswie, AA; Pedersen, KI; Mogensen, PE";;;;"Esswie, Ali A.; Pedersen, Klaus I.; Mogensen, Preben E.";;;Online Radio Pattern Optimization Based on Dual Reinforcement-Learning Approach for 5G URLLC Networks;IEEE ACCESS;;;;;;;;;;;;The fifth generation (5G) radio access technology is designed to support highly delay-sensitive applications, i.e., ultra-reliable and low-latency communications (URLLC). For dynamic time division duplex (TDD) systems, the real-time optimization of the radio pattern selection becomes of a vital significance in achieving decent URLLC outage latency. In this study, a dual reinforcement machine learning (RML) approach is developed for online pattern optimization in 5G new radio TDD deployments. The proposed solution seeks to minimizing the maximum URLLC tail latency, i.e., min-max problem, by introducing nested RML instances. The directional and real-time traffic statistics are monitored and given to the primary RML layer to estimate the sufficient number of downlink (DL) and uplink (UL) symbols across the upcoming radio pattern. The secondary RML sub-networks determine the DL and UL symbol structure which best minimizes the URLLC outage latency. The proposed solution is evaluated by extensive and highly-detailed system level simulations, where our results demonstrate a considerable URLLC outage latency improvement with the proposed scheme, compared to the state-of-the-art dynamic-TDD proposals.;;;;;;;;;;;;;;;;;;;2169-3536;;;;;;2020;8;;;;;;132922;132936;;10.1109/ACCESS.2020.3011026;http://dx.doi.org/10.1109/ACCESS.2020.3011026;;;;;;;;;;;;;WOS:000554375700001;
J;"Hisano, D; Uzawa, H; Nakayama, Y; Shimada, T; Terada, J; Otaka, A";;;;"Hisano, Daisuke; Uzawa, Hiroyuki; Nakayama, Yu; Shimada, Tatsuya; Terada, Jun; Otaka, Akihiro";;;TDD Pattern Estimation and Auto-Recovery from Estimation Error for Accommodations of Fronthaul and Secondary Services in TDM-PON;JOURNAL OF OPTICAL COMMUNICATIONS AND NETWORKING;;;;;;;;;;;;Time division multiplexing passive optical networks (TDM-PONs) are attracting attention as a cost-effective way of realizing mobile fronthaul (MFH), which is an optical link between a central unit (CU) and a distributed unit (DU) in a centralized radio access network (C-RAN). To realize an even more cost-effective network, we have studied the accommodation of MFH and secondary services in a single TDM-PON. We focus on the fact that a time division duplex (TDD) scheme will be applied to future radio access (FRA). Since a PON link is a wavelength division multiplexing (WDM) scheme, whereas a radio propagation link is a TDD scheme, unallocated intervals occur periodically in the PON link. For the above reason, we have already proposed a technique for estimating unallocated intervals in a TDD-based MFH link that involves pre-learning based on a test signal transmission, and the signal of the secondary service is accommodated in the unallocated intervals. However, a scheme for recovering from an error when the estimation is wrong and the test signal is not transmitted has yet to be studied. This paper proposes an estimation technique without a test signal transmission and an estimation-error recovery scheme. The proposed estimator calculates the correlation coefficient between captured uplink traffic and the seven types of uplink and downlink ratio patterns standardized by the third generation partnership project (3GPP: http://www.3gpp.org/).We evaluate the effectiveness of the proposed estimation technique by using a numerical simulation. The recovery scheme detects the estimation error and re-allocates the bandwidth. We implement the estimator and the recovery scheme in a 10 Gigabit Ethernet PON (10G-EPON) prototype. We report the feasibility of the proposed scheme along with experimental results.;;;;;Nakayama, Yu/J-4484-2019;Nakayama, Yu/0000-0002-6945-7055;;;;;;;;;;;;;1943-0620;1943-0639;;;;FEB;2018;10;2;;;;;104;113;;10.1364/JOCN.10.000104;http://dx.doi.org/10.1364/JOCN.10.000104;;;;;;;;;;;;;WOS:000425611500019;
J;"Miyake, CY; Lay, EJ; Beach, CM; Ceresnak, SR; Delauz, CM; Howard, TS; Janson, CM; Jardine, K; Kannankeril, PJ; Kava, M; Kim, JJ; Liberman, L; Macicek, SL; Pham, TD; Robertson, T; Valdes, SO; Webster, G; Stephens, SB; Milewicz, DM; Azamian, M; Ehsan, SA; Houck, KM; Soler-Alfonso, C; Glinton, KE; Tosur, M; Li, N; Xu, W; Lalani, SR; Zhang, L";;;;"Miyake, Christina Y.; Lay, Erica J.; Beach, Cheyenne M.; Ceresnak, Scott R.; Delauz, Caridad M.; Howard, Taylor S.; Janson, Christopher M.; Jardine, Kate; Kannankeril, Prince J.; Kava, Maina; Kim, Jeffrey J.; Liberman, Leonardo; Macicek, Scott L.; Pham, Tam Dam; Robertson, Terry; Valdes, Santiago O.; Webster, Gregory; Stephens, Sara B.; Milewicz, Diana M.; Azamian, Mahshid; Ehsan, Saad A.; Houck, Kimberly M.; Soler-Alfonso, Claudia; Glinton, Kevin E.; Tosur, Mustafa; Li, Na; Xu, Weiyi; Lalani, Seema R.; Zhang, Lilei";;;Cardiac crises: Cardiac arrhythmias and cardiomyopathy during TANG02 deficiency related metabolic crises;HEART RHYTHM;;;;;;;;;;;;"BACKGROUND TANG02 deficiency disorder (TDD) is an autosomal recessive disease associated with metabolic crisis, lethal cardiac arrhythmias, and cardiomyopathy. Data regarding treatment, management, and outcomes of cardiac manifestations of TDD are lacking. OBJECTIVE The purpose of this study was to describe TDD-related cardiac crises. METHODS Retrospective multicenter chart review was made of TDD patients admitted with cardiac crises, defined as development of ventricular tachycardia (VT), cardiomyopathy, or cardiac arrest during metabolic crises. RESULTS Twenty-seven children were admitted for 43 cardiac crises (median age 6.4 years; interquartile range [IQR] 2.4-9.8 years) at 14 centers. During crisis, QTc prolongation occurred in all (median 547 ms; IQR 504-600 ms) and a type I Brugada pattern in 8 (26%). Arrhythmias included VT in 21 (78%), supraventricular tachycardia in 3 (11%), and heart block in 1 (4%). Nineteen patients (70%) developed cardiomyopathy, and 20 (74%) experienced a cardiac arrest. There were 10 deaths (37%), 6 related to arrhythmias. In 5 patients, recalcitrant VT occurred despite use of antiarrhythmic drugs. In 6 patients, arrhythmias were controlled after extracorporeal membrane oxygenation (ECMO) support; 5 of these patients survived. Among 10 patients who survived VT without ECMO, successful treatment included intravenous magnesium, isoproterenol, and atrial pacing in multiple cases and verapamil in 1 patient. Initiation of feeds seemed to decrease VT events. CONCLUSION TDD-related cardiac crises are associated with a high risk of arrhythmias, cardiomyopathy, cardiac arrest, and death. Although further studies are needed, early recognition and appropriate treatment are critical. Acutely, intravenous magnesium, isoproterenol, atrial pacing, and ECMO as a last resort seem to be the best current treatment options, and early initiation of feeds may prevent VT events.";;;;;Liberman, Leonardo/JGD-5670-2023;"Liberman, Leonardo/0000-0002-5492-6584; Beach, Cheyenne/0000-0001-7121-3001; Azamian, Mahshid/0000-0002-8543-8284";;;;;;;;;;;;;1547-5271;1556-3871;;;;OCT;2022;19;10;;;;;1673;1681;;10.1016/j.hrthm.2022.05.009;http://dx.doi.org/10.1016/j.hrthm.2022.05.009;;SEP 2022;;;;;;35568137;;;;;WOS:000890298300014;
J;"Yeo, WY; Moon, SH; Kim, JH";;;;"Yeo, Woon-Young; Moon, Sung Ho; Kim, Jae-Hoon";;;Uplink Scheduling and Adjacent-Channel Coupling Loss Analysis for TD-LTE Deployment;SCIENTIFIC WORLD JOURNAL;;;;;;;;;;;;TD-LTE, one of the two duplexing modes in LTE, operates in unpaired spectrum and has the advantages of TDD-based technologies. It is expected that TD-LTE will be more rapidly deployed in near future and most of WiMax operators will upgrade their networks to TD-LTE gradually. Before completely upgrading to TD-LTE, WiMax may coexist with TD-LTE in an adjacent frequency band. In addition, multiple TD-LTE operators may deploy their networks in adjacent bands. When more than one TDD network operates in adjacent frequency bands, severe interference may happen due to adjacent channel interference (ACI) and unsynchronized operations. In this paper, coexistence issues between TD-LTE and other systems are analyzed and coexistence requirements are provided. This paper has three research objectives. First, frame synchronization between TD-LTE and WiMax is discussed by investigating possible combinations of TD-LTE and WiMax configurations. Second, an uplink scheduling algorithm is proposed to utilize a leakage pattern of ACI in synchronized operations. Third, minimum requirements for coexistence in unsynchronized operations are analyzed by introducing a concept of adjacent-channel coupling loss. From the analysis and simulation results, we can see that coexistence of TD-LTE with other TDD systems is feasible if the two networks are synchronized. For the unsynchronized case, some special cell-site engineering techniques may be required to reduce the ACI.;;;;;;;;;;;;;;;;;;;1537-744X;;;;;;2014;;;;;;;;;685102;10.1155/2014/685102;http://dx.doi.org/10.1155/2014/685102;;;;;;;;;;;;;WOS:000332310900001;
C;"Kini, AV; Hosseinian, M; Sadeghi, P; Stern-Berkowitz, J";;;IEEE;"Kini, Ananth V.; Hosseinian, Mohsen; Sadeghi, Pouriya; Stern-Berkowitz, Janet";;;A Dynamic Subframe Set Power Control Scheme for Interference Mitigation in Reconfigurable TD-LTE Systems;2014 23RD WIRELESS AND OPTICAL COMMUNICATION CONFERENCE (WOCC);Wireless and Optical Communication Conference;;;;23rd Wireless and Optical Communication Conference (WOCC);MAY 09-10, 2014;Newark, NJ;;;;;In 3GPP LTE, TDD spectrum allocation for uplink (UL) and downlink (DL) use is a function of a cell's TDD UL/DL configuration which designates which time resources (i.e., subframes) are for UL and which are for DL. TDD dynamic UL/DL reconfiguration, under discussion in LTE Release 12, enables cells to quickly adapt the ratio of allocated UL and DL subframes to changing traffic patterns which can be different for neighboring cells. Having different UL/DL directions for the same subframe in adjacent cells can result in new destructive interference components, i.e., eNB-to-eNB and UE-to-UE, with levels that can significantly differ from one subframe to another. In this paper, UL power control mechanisms are considered to manage such interference, where different sets of UL subframes use different UL power control parameters. In particular, two schemes are studied where, in one, fixed subframe sets are chosen based on expected interference and, in the other, the eNB monitors interference levels in the subframes and dynamically reconfigures the subframe sets accordingly. The performance of each scheme is evaluated through system level simulations and it is shown that the UL power control with dynamic UL subframe set configuration outperforms the one with static UL subframe sets, with significant improvement achieved at cell edge.;;;;;;;;;;;;;;;;;;;2379-1268;;978-1-4799-5249-6;;;;2014;;;;;;;;;;;;;;;;;;;;;;;;WOS:000357018500041;
C;"Wie, SH; Cho, DH";;;"IEEE; IEEE; IEEE";"Wie, SH; Cho, DH";;;Time slot allocation scheme based on a region division in CDMA/TDD systems;IEEE VTC 53RD VEHICULAR TECHNOLOGY CONFERENCE, SPRING 2001, VOLS 1-4, PROCEEDINGS;IEEE Vehicular Technology Conference Proceedings;;;;53rd IEEE Vehicular Technology Conference (VTC);MAY 06-09, 2001;RHODES, GREECE;IEEE;;;;In wireless multimedia networks, there exists traffic asymmetry between uplink and downlink channels. The CDMA/TDD system can alleviate this problem, however previous work in this area can not manage efficiently the traffic asymmetry among cells. In this paper we propose a new time slot allocation scheme that considers the traffic pattern of each cell. To solve the inter-cell interference problem, we divide a cell's area into two regions and we allocate the resource of crossed slots to mobile stations which are existing in the inner-region. This proposed scheme increases the resource utilization and decreases the blocking probability of the system as a whole. And our DARD(Different time slot Allocation based on a Region Division) scheme outperforms conventional SA(Same time slot Allocation) scheme in the heterogeneous traffic environment.;;;;;;;;;;;;;;;;;;;2577-2465;;0-7803-6728-6;;;;2001;;;;;;;2445;2449;;;;;;;;;;;;;;;;WOS:000173779000495;
C;"Lee, J; Han, YN; Kwon, D";;;"IEEE; IEEE; IEEE";"Lee, J; Han, YN; Kwon, D";;;An adaptive time slot allocation strategy for W-CDMA/TDD system;IEEE VTC 53RD VEHICULAR TECHNOLOGY CONFERENCE, SPRING 2001, VOLS 1-4, PROCEEDINGS;IEEE Vehicular Technology Conference Proceedings;;;;53rd IEEE Vehicular Technology Conference (VTC);MAY 06-09, 2001;RHODES, GREECE;IEEE;;;;The code division multiple access system with time division duplex mode (CDMA/TDD) where the same frequency allocation is made for both uplink and downlink is a good solution when the traffic asymmetry between uplink and downlink exists. However when the asymmetry of each cell may be significantly different from each other, the traffic may experience severe interference from each other when each cell's own slot allocation is made according to the level of traffic asymmetry in each cell. The interference in the W-CDMA/TDD system when the slot allocations are made according to traffic patterns of each cell is analyzed, and a time slot allocation scheme considering the traffic asymmetry is proposed. In this paper system performances are simulated under the proposed time slot allocation strategy and its optimal operation of the strategy is investigated.;;;;;;;;;;;;;;;;;;;1550-2252;;0-7803-6728-6;;;;2001;;;;;;;2509;2513;;;;;;;;;;;;;;;;WOS:000173779000508;
J;"Yang, CC; Mai, YT; Chen, JY; Yang, CM";;;;"Yang, Chun-Chuan; Mai, Yi-Ting; Chen, Jeng-Yueng; Yang, Chen-Ming";;;Integrated sleep scheduling for multiple relays and UEs in LTE-TDD;EURASIP JOURNAL ON WIRELESS COMMUNICATIONS AND NETWORKING;;;;;;;;;;;;Energy-saving for the LTE-A network with relay nodes in TDD mode is addressed in this paper, and integrated sleep scheduling schemes for relay nodes and user devices under a base station are designed. The authors' two previously proposed ideas, namely, Load-Based Power Saving (LBPS) and Virtual Time, are adopted in the design, and two strategies, namely, top-down and bottom-up each with three LBPS schemes are proposed. In the top-down strategy, the load as well as the channel quality on the backhaul link is first considered to determine the sleep pattern for all relay nodes, and then the sleep schedule for UEs under each relay node is determined accordingly. On the contrary, the load and the channel quality on the access links are first considered and then integrated into the sleep schedule on the backhaul link. Two associated mechanisms for the proposed LBPS schemes to operate in the virtual time domain are also proposed in the paper, i.e., calculation of the virtual subframe capacity and the mapping mechanisms from the virtual time to the actual time. The benefit of the proposed schemes in power saving over the standard-based scheme is demonstrated by the simulation study, and the bottom-up scheme of BU-Split outperforms the other schemes under equally distributed input load as well as the hotspot scenario. Discussion on the tradeoff of the processing overhead and the performance for the proposed schemes is presented in the paper.;;;;;;Chen, Jeng-Yueng/0000-0001-9463-9558;;;;;;;;;;;;;1687-1472;1687-1499;;;;SEP 6;2019;2019;1;;;;;;;226;10.1186/s13638-019-1537-7;http://dx.doi.org/10.1186/s13638-019-1537-7;;;;;;;;;;;;;WOS:000484557400001;
J;"Castelblanco-Martínez, DN; Morales-Vela, B; Slone, DH; Padilla-Saldívar, JA; Reid, JP; Hernández-Arana, HA";;;;"Nataly Castelblanco-Martinez, Delma; Morales-Vela, Benjamin; Slone, Daniel H.; Adriana Padilla-Saldivar, Janneth; Reid, James P.; Abuid Hernandez-Arana, Hector";;;Inferring spatial and temporal behavioral patterns of free-ranging manatees using saltwater sensors of telemetry tags;MAMMALIAN BIOLOGY;;;;;;;;;;;;Diving or respiratory behavior in aquatic mammals can be used as an indicator of physiological activity and consequently, to infer behavioral patterns. Five Antillean manatees, Trichechus manatus manatus, were captured in Chetumal Bay and tagged with GPS tracking devices. The radios were equipped with a micropower saltwater sensor (SWS), which records the times when the tag assembly was submerged. The information was analyzed to establish individual fine-scale behaviors. For each fix, we established the following variables: distance (D), sampling interval (T), movement rate (D/T), number of dives (N), and total diving duration (TDD). We used logic criteria and simple scatterplots to distinguish between behavioral categories: 'Travelling' (D/T >= 3 km/h), 'Surface' (down arrow TDD, down arrow N), 'Bottom feeding' (up arrow TDD, up arrow N) and 'Bottom resting' (up arrow TDD,down arrow N). Habitat categories were qualitatively assigned: Lagoon, Channels, Caye shore, City shore, Channel edge, and Open areas. The instrumented individuals displayed a daily rhythm of bottom activities, with surfacing activities more frequent during the night and early in the morning. More investigation into those cycles and other individual fine-scale behaviors related to their proximity to concentrations of human activity would be informative. (C) 2014 Deutsche Gesellschaft fur Saugetierkunde. Published by Elsevier GmbH. All rights reserved.;;;;;"Castelblanco-Martínez, Delma Nataly/AAQ-3666-2021; Hernandez-Arana, Hector A./AAL-2400-2020; Hernández-Arana, Héctor A./A-4635-2011; Castelblanco-Martínez, Nataly/T-5997-2018; Padilla-Saldívar, Janneth Adriana/E-5141-2015";"Castelblanco-Martínez, Delma Nataly/0000-0003-3229-8406; Hernandez-Arana, Hector A./0000-0001-9769-3349; Hernández-Arana, Héctor A./0000-0001-9769-3349; Castelblanco-Martínez, Nataly/0000-0003-3229-8406; Padilla-Saldívar, Janneth Adriana/0000-0001-8966-453X; Slone, Daniel/0000-0002-9903-9727; Reid, James/0000-0002-8497-1132; Morales Vela, Jose Benjamin/0000-0002-4153-0417";;;;;;;;;;;;;1616-5047;1618-1476;;;;JAN;2015;80;1;;;;;21;30;;10.1016/j.mambio.2014.07.003;http://dx.doi.org/10.1016/j.mambio.2014.07.003;;;;;;;;;;;;;WOS:000348892400004;
